Dataset	0.1	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
alexa.2014-09-01.top.dk.10000-https	0.08383233532934131	0.3652694610778443	0.5179640718562875	0.6137724550898204	0.7245508982035929	0.7934131736526947	0.8413173652694612	0.8712574850299403	0.8922155688622756	0.9071856287425151	0.9281437125748504	0.9371257485029941	0.9520958083832336	0.9550898203592815	0.9670658682634731	0.9730538922155689	0.9730538922155689	0.9850299401197605	0.9880239520958084	0.9880239520958084	0.9910179640718563	0.9970059880239521	0.9970059880239521	0.9970059880239521	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
alexa.2014-09-01.top.dk.10000-https-www	0.10321100917431193	0.36926605504587157	0.5275229357798166	0.6422018348623854	0.7339449541284404	0.8142201834862386	0.8600917431192661	0.8899082568807339	0.8990825688073394	0.9174311926605504	0.9357798165137614	0.9380733944954128	0.9495412844036697	0.963302752293578	0.9724770642201834	0.9793577981651376	0.981651376146789	0.9839449541284404	0.9931192660550459	0.9931192660550459	0.9931192660550459	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
alexa.2014-09-01.top.se.10000-http	0.06881720430107527	0.4057347670250896	0.5885304659498207	0.7179211469534049	0.8021505376344085	0.8562724014336917	0.889964157706093	0.9125448028673834	0.9247311827956988	0.9340501792114694	0.9405017921146952	0.9458781362007167	0.9501792114695339	0.9594982078853045	0.9663082437275984	0.9713261648745518	0.9752688172043009	0.9784946236559138	0.9831541218637991	0.986379928315412	0.9892473118279568	0.9903225806451611	0.9913978494623654	0.9924731182795697	0.9928315412186378	0.9935483870967741	0.9949820788530465	0.9949820788530465	0.9953405017921145	0.9953405017921145	0.9953405017921145	0.9953405017921145	0.9953405017921145	0.9956989247311826	0.9960573476702507	0.9960573476702507	0.9964157706093187	0.9967741935483868	0.9967741935483868	0.9967741935483868	0.9967741935483868	0.9967741935483868	0.9971326164874549	0.9971326164874549	0.9978494623655911	0.9985663082437274	0.9989247311827955	0.9989247311827955	0.9989247311827955	0.9989247311827955	0.9992831541218635	0.9992831541218635	0.9992831541218635	0.9996415770609316	0.9996415770609316	0.9996415770609316	0.9996415770609316	0.9996415770609316	0.9996415770609316	0.9996415770609316	0.9996415770609316	0.9999999999999997	0.9999999999999997	0.9999999999999997	0.9999999999999997	0.9999999999999997	0.9999999999999997	0.9999999999999997	0.9999999999999997	0.9999999999999997	0.9999999999999997	0.9999999999999997	0.9999999999999997	0.9999999999999997	0.9999999999999997	0.9999999999999997	0.9999999999999997	0.9999999999999997	0.9999999999999997	0.9999999999999997	0.9999999999999997	0.9999999999999997	0.9999999999999997	0.9999999999999997	0.9999999999999997	0.9999999999999997	0.9999999999999997	0.9999999999999997	0.9999999999999997	0.9999999999999997	0.9999999999999997	0.9999999999999997	0.9999999999999997	0.9999999999999997	0.9999999999999997	0.9999999999999997	0.9999999999999997	0.9999999999999997	0.9999999999999997	0.9999999999999997	0.9999999999999997
alexa.2014-09-01.top.se.10000-http-www	0.06789054381711118	0.4056113612746796	0.5898856944925528	0.7222029788708001	0.8056806373397991	0.8638725320401801	0.8981641842743332	0.9241427086941462	0.9369587807412539	0.9463110495323867	0.9539314166955318	0.9601662625562869	0.965708347765847	0.9719431936266021	0.9754069968825771	0.9785244198129547	0.9823346033945273	0.9837201246969173	0.9878766886040874	0.9892622099064774	0.9920332525112574	0.9937651541392449	0.9941115344648425	0.9951506754416349	0.99584343609283	0.99584343609283	0.9961898164184275	0.9961898164184275	0.996536196744025	0.996536196744025	0.9968825770696226	0.9972289573952201	0.9972289573952201	0.9975753377208176	0.9975753377208176	0.9975753377208176	0.9975753377208176	0.9979217180464152	0.9979217180464152	0.9979217180464152	0.9979217180464152	0.9979217180464152	0.9979217180464152	0.9982680983720127	0.9982680983720127	0.9982680983720127	0.9982680983720127	0.9982680983720127	0.9982680983720127	0.9982680983720127	0.9986144786976102	0.9986144786976102	0.9989608590232077	0.9989608590232077	0.9989608590232077	0.9989608590232077	0.9989608590232077	0.9996536196744028	0.9996536196744028	0.9996536196744028	0.9996536196744028	0.9996536196744028	1.0000000000000002	1.0000000000000002	1.0000000000000002	1.0000000000000002	1.0000000000000002	1.0000000000000002	1.0000000000000002	1.0000000000000002	1.0000000000000002	1.0000000000000002	1.0000000000000002	1.0000000000000002	1.0000000000000002	1.0000000000000002	1.0000000000000002	1.0000000000000002	1.0000000000000002	1.0000000000000002	1.0000000000000002	1.0000000000000002	1.0000000000000002	1.0000000000000002	1.0000000000000002	1.0000000000000002	1.0000000000000002	1.0000000000000002	1.0000000000000002	1.0000000000000002	1.0000000000000002	1.0000000000000002	1.0000000000000002	1.0000000000000002	1.0000000000000002	1.0000000000000002	1.0000000000000002	1.0000000000000002	1.0000000000000002	1.0000000000000002	1.0000000000000002
alexa.2014-09-01.top.se.10000-https	0.04576659038901602	0.3295194508009153	0.5125858123569794	0.6475972540045767	0.7734553775743708	0.851258581235698	0.9038901601830664	0.9290617848970253	0.9405034324942793	0.94279176201373	0.9473684210526316	0.9496567505720824	0.954233409610984	0.9565217391304348	0.9565217391304348	0.965675057208238	0.9725400457665904	0.9816933638443935	0.9885583524027459	0.9908466819221967	0.9931350114416475	0.9954233409610983	0.9954233409610983	0.9954233409610983	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999
alexa.2014-09-01.top.se.10000-https-www	0.043209876543209874	0.35185185185185186	0.5432098765432098	0.691358024691358	0.8070987654320987	0.8580246913580246	0.9058641975308641	0.9305555555555555	0.9429012345679011	0.9429012345679011	0.9444444444444443	0.9475308641975307	0.9552469135802468	0.9598765432098765	0.9660493827160493	0.9691358024691358	0.9737654320987654	0.9783950617283951	0.9861111111111112	0.9876543209876544	0.9907407407407408	0.9907407407407408	0.9938271604938272	0.9938271604938272	0.9969135802469137	0.9984567901234569	0.9984567901234569	0.9984567901234569	0.9984567901234569	0.9984567901234569	0.9984567901234569	0.9984567901234569	0.9984567901234569	0.9984567901234569	0.9984567901234569	0.9984567901234569	0.9984567901234569	0.9984567901234569	0.9984567901234569	0.9984567901234569	0.9984567901234569	0.9984567901234569	0.9984567901234569	0.9984567901234569	0.9984567901234569	0.9984567901234569	0.9984567901234569	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
com.2014-08-29.random.10000-http	0.28064162325198794	0.6187277214148615	0.9029339182890046	0.9474910885659446	0.9679188374006031	0.9809432410200164	0.9872497943515217	0.9905401700027419	0.9920482588428844	0.994104743624897	0.994927337537702	0.9954757334795721	0.9961612284069096	0.9964354263778445	0.9964354263778445	0.9965725253633121	0.9965725253633121	0.9968467233342471	0.997120921305182	0.997120921305182	0.997120921305182	0.997120921305182	0.9972580202906496	0.9972580202906496	0.9973951192761171	0.9975322182615847	0.9978064162325196	0.9979435152179872	0.9987661091307922	0.9987661091307922	0.9987661091307922	0.9989032081162598	0.9989032081162598	0.9989032081162598	0.9989032081162598	0.9989032081162598	0.9990403071017273	0.9991774060871949	0.9993145050726624	0.9993145050726624	0.9994516040581299	0.9994516040581299	0.9994516040581299	0.9994516040581299	0.9994516040581299	0.9995887030435975	0.9995887030435975	0.999725802029065	0.999725802029065	0.999725802029065	0.999725802029065	0.999725802029065	0.999725802029065	0.9998629010145326	0.9998629010145326	0.9998629010145326	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
com.2014-08-29.random.10000-http-www	0.2854607508532423	0.6241638225255972	0.9036177474402729	0.94839590443686	0.9687372013651876	0.9804778156996585	0.9873037542662114	0.9904436860068258	0.9927645051194537	0.9941296928327643	0.9952218430034128	0.995904436860068	0.996040955631399	0.9964505119453922	0.9965870307167233	0.9968600682593854	0.9969965870307165	0.9972696245733786	0.9975426621160408	0.9975426621160408	0.9975426621160408	0.9975426621160408	0.9975426621160408	0.9975426621160408	0.9975426621160408	0.9975426621160408	0.997952218430034	0.9982252559726962	0.9989078498293514	0.9989078498293514	0.9989078498293514	0.9989078498293514	0.9989078498293514	0.9989078498293514	0.9989078498293514	0.9989078498293514	0.9990443686006825	0.9991808873720135	0.9991808873720135	0.9991808873720135	0.9991808873720135	0.9991808873720135	0.9993174061433445	0.9993174061433445	0.9993174061433445	0.9993174061433445	0.9995904436860067	0.9997269624573377	0.9997269624573377	0.9997269624573377	0.9997269624573377	0.9997269624573377	0.9998634812286687	0.9998634812286687	0.9998634812286687	0.9998634812286687	0.9998634812286687	0.9999999999999998	0.9999999999999998	0.9999999999999998	0.9999999999999998	0.9999999999999998	0.9999999999999998	0.9999999999999998	0.9999999999999998	0.9999999999999998	0.9999999999999998	0.9999999999999998	0.9999999999999998	0.9999999999999998	0.9999999999999998	0.9999999999999998	0.9999999999999998	0.9999999999999998	0.9999999999999998	0.9999999999999998	0.9999999999999998	0.9999999999999998	0.9999999999999998	0.9999999999999998	0.9999999999999998	0.9999999999999998	0.9999999999999998	0.9999999999999998	0.9999999999999998	0.9999999999999998	0.9999999999999998	0.9999999999999998	0.9999999999999998	0.9999999999999998	0.9999999999999998	0.9999999999999998	0.9999999999999998	0.9999999999999998	0.9999999999999998	0.9999999999999998	0.9999999999999998	0.9999999999999998	0.9999999999999998	0.9999999999999998	0.9999999999999998
com.2014-08-29.random.10000-https	0.2127659574468085	0.574468085106383	0.7659574468085106	0.8723404255319149	0.9148936170212766	0.9574468085106382	0.9787234042553191	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
com.2014-08-29.random.10000-https-www	0.25925925925925924	0.5925925925925926	0.7222222222222222	0.7962962962962963	0.8518518518518519	0.9259259259259259	0.962962962962963	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
dk.2014-07-23.random.10000-http	0.46650894573414164	0.8113263344669526	0.9214845482773917	0.9569717580955197	0.9736803193848883	0.9822563950909359	0.9874316131894129	0.9917196510424366	0.9929025580363743	0.993494011533343	0.9946769185272807	0.9949726452757651	0.9954162353984918	0.9961555522697028	0.9965991423924294	0.9967470057666716	0.9968948691409139	0.9976341860121248	0.9980777761348515	0.9982256395090937	0.9983735028833359	0.9983735028833359	0.9988170930060626	0.9988170930060626	0.9989649563803048	0.9989649563803048	0.9989649563803048	0.9989649563803048	0.9989649563803048	0.999112819754547	0.999112819754547	0.999112819754547	0.999112819754547	0.9992606831287892	0.9994085465030315	0.9994085465030315	0.9997042732515159	0.9997042732515159	0.9997042732515159	0.9997042732515159	0.9997042732515159	0.9997042732515159	0.9997042732515159	0.9997042732515159	0.9997042732515159	0.9997042732515159	0.9997042732515159	0.9997042732515159	0.9997042732515159	0.9997042732515159	0.9998521366257581	0.9998521366257581	1.0000000000000002	1.0000000000000002	1.0000000000000002	1.0000000000000002	1.0000000000000002	1.0000000000000002	1.0000000000000002	1.0000000000000002	1.0000000000000002	1.0000000000000002	1.0000000000000002	1.0000000000000002	1.0000000000000002	1.0000000000000002	1.0000000000000002	1.0000000000000002	1.0000000000000002	1.0000000000000002	1.0000000000000002	1.0000000000000002	1.0000000000000002	1.0000000000000002	1.0000000000000002	1.0000000000000002	1.0000000000000002	1.0000000000000002	1.0000000000000002	1.0000000000000002	1.0000000000000002	1.0000000000000002	1.0000000000000002	1.0000000000000002	1.0000000000000002	1.0000000000000002	1.0000000000000002	1.0000000000000002	1.0000000000000002	1.0000000000000002	1.0000000000000002	1.0000000000000002	1.0000000000000002	1.0000000000000002	1.0000000000000002	1.0000000000000002	1.0000000000000002	1.0000000000000002	1.0000000000000002	1.0000000000000002	1.0000000000000002
dk.2014-07-23.random.10000-http-www	0.46958777745748054	0.8137791870856155	0.9220236379360046	0.9579129432113	0.9746324589218794	0.982127414240415	0.9874603632170654	0.991784375900836	0.9930815797059672	0.9939463822427214	0.9953877198039782	0.9955318535601039	0.996396656096858	0.9971173248774864	0.9974055923897378	0.9978379936581149	0.9979821274142405	0.9982703949264919	0.9985586624387434	0.998702796194869	0.998702796194869	0.9988469299509947	0.9991351974632461	0.9992793312193717	0.9992793312193717	0.9992793312193717	0.9992793312193717	0.9992793312193717	0.9992793312193717	0.9995675987316232	0.9995675987316232	0.9995675987316232	0.9995675987316232	0.9997117324877488	0.9998558662438745	0.9998558662438745	1.0000000000000002	1.0000000000000002	1.0000000000000002	1.0000000000000002	1.0000000000000002	1.0000000000000002	1.0000000000000002	1.0000000000000002	1.0000000000000002	1.0000000000000002	1.0000000000000002	1.0000000000000002	1.0000000000000002	1.0000000000000002	1.0000000000000002	1.0000000000000002	1.0000000000000002	1.0000000000000002	1.0000000000000002	1.0000000000000002	1.0000000000000002	1.0000000000000002	1.0000000000000002	1.0000000000000002	1.0000000000000002	1.0000000000000002	1.0000000000000002	1.0000000000000002	1.0000000000000002	1.0000000000000002	1.0000000000000002	1.0000000000000002	1.0000000000000002	1.0000000000000002	1.0000000000000002	1.0000000000000002	1.0000000000000002	1.0000000000000002	1.0000000000000002	1.0000000000000002	1.0000000000000002	1.0000000000000002	1.0000000000000002	1.0000000000000002	1.0000000000000002	1.0000000000000002	1.0000000000000002	1.0000000000000002	1.0000000000000002	1.0000000000000002	1.0000000000000002	1.0000000000000002	1.0000000000000002	1.0000000000000002	1.0000000000000002	1.0000000000000002	1.0000000000000002	1.0000000000000002	1.0000000000000002	1.0000000000000002	1.0000000000000002	1.0000000000000002	1.0000000000000002	1.0000000000000002	1.0000000000000002
dk.2014-07-23.random.10000-https	0.30434782608695654	0.6956521739130435	0.8260869565217391	0.8695652173913043	0.9565217391304348	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
dk.2014-07-23.random.10000-https-www	0.3	0.6	0.7333333333333333	0.8333333333333333	0.9333333333333332	0.9666666666666666	0.9666666666666666	0.9666666666666666	0.9666666666666666	0.9666666666666666	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999
net.2014-08-29.random.10000-http	0.2851159311892296	0.6089753178758415	0.918324607329843	0.9530291697830966	0.9711293941660435	0.9808526551982051	0.9871353777112941	0.9896783844427826	0.9914734480179508	0.9925205684367989	0.993418100224383	0.9941660433807031	0.9949139865370232	0.9955123410620793	0.9961106955871354	0.9964098728496634	0.9965594614809274	0.9968586387434555	0.9970082273747195	0.9970082273747195	0.9970082273747195	0.9970082273747195	0.9970082273747195	0.9970082273747195	0.9970082273747195	0.9970082273747195	0.9973074046372475	0.9973074046372475	0.9989528795811518	0.9989528795811518	0.9989528795811518	0.9989528795811518	0.9991024682124158	0.9991024682124158	0.9991024682124158	0.9991024682124158	0.9991024682124158	0.9991024682124158	0.9992520568436798	0.9992520568436798	0.9992520568436798	0.9994016454749438	0.9994016454749438	0.9994016454749438	0.9994016454749438	0.9995512341062078	0.9995512341062078	0.9995512341062078	0.9995512341062078	0.9995512341062078	0.9995512341062078	0.9997008227374719	0.9997008227374719	0.9998504113687359	0.9998504113687359	0.9998504113687359	0.9998504113687359	0.9998504113687359	0.9998504113687359	0.9998504113687359	0.9998504113687359	0.9998504113687359	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999
net.2014-08-29.random.10000-http-www	0.28493353028064994	0.6134416543574595	0.9187592319054654	0.9548005908419499	0.9714918759231906	0.9810930576070902	0.9859675036927623	0.988330871491876	0.990251107828656	0.9912850812407683	0.9924667651403252	0.9930576070901036	0.9939438700147712	0.9946824224519943	0.9952732644017728	0.9954209748892174	0.9954209748892174	0.9960118168389959	0.9961595273264405	0.9961595273264405	0.9961595273264405	0.9961595273264405	0.9961595273264405	0.9961595273264405	0.9963072378138852	0.9963072378138852	0.9963072378138852	0.9963072378138852	0.9982274741506652	0.9982274741506652	0.9982274741506652	0.9983751846381098	0.9983751846381098	0.9983751846381098	0.9983751846381098	0.9983751846381098	0.9983751846381098	0.9985228951255545	0.9985228951255545	0.9991137370753329	0.9991137370753329	0.9992614475627776	0.9992614475627776	0.9992614475627776	0.9992614475627776	0.9994091580502222	0.9994091580502222	0.9994091580502222	0.9994091580502222	0.9994091580502222	0.9994091580502222	0.9994091580502222	0.9995568685376669	0.9995568685376669	0.9998522895125561	0.9998522895125561	0.9998522895125561	0.9998522895125561	0.9998522895125561	0.9998522895125561	0.9998522895125561	1.0000000000000007	1.0000000000000007	1.0000000000000007	1.0000000000000007	1.0000000000000007	1.0000000000000007	1.0000000000000007	1.0000000000000007	1.0000000000000007	1.0000000000000007	1.0000000000000007	1.0000000000000007	1.0000000000000007	1.0000000000000007	1.0000000000000007	1.0000000000000007	1.0000000000000007	1.0000000000000007	1.0000000000000007	1.0000000000000007	1.0000000000000007	1.0000000000000007	1.0000000000000007	1.0000000000000007	1.0000000000000007	1.0000000000000007	1.0000000000000007	1.0000000000000007	1.0000000000000007	1.0000000000000007	1.0000000000000007	1.0000000000000007	1.0000000000000007	1.0000000000000007	1.0000000000000007	1.0000000000000007	1.0000000000000007	1.0000000000000007	1.0000000000000007	1.0000000000000007
net.2014-08-29.random.10000-https	0.4230769230769231	0.6923076923076923	0.8461538461538461	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
net.2014-08-29.random.10000-https-www	0.3076923076923077	0.5769230769230769	0.8076923076923077	0.9615384615384616	0.9615384615384616	0.9615384615384616	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
reach50.2014w35.se-http	0.023255813953488372	0.2558139534883721	0.4651162790697675	0.627906976744186	0.6744186046511628	0.7906976744186046	0.8372093023255813	0.8372093023255813	0.8604651162790697	0.9302325581395349	0.9302325581395349	0.9302325581395349	0.9302325581395349	0.9302325581395349	0.9302325581395349	0.9302325581395349	0.9534883720930233	0.9534883720930233	0.9534883720930233	0.9534883720930233	0.9767441860465117	0.9767441860465117	0.9767441860465117	0.9767441860465117	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
reach50.2014w35.se-http-www	0.023809523809523808	0.26190476190476186	0.49999999999999994	0.6428571428571428	0.6904761904761905	0.8333333333333333	0.8333333333333333	0.8571428571428571	0.9047619047619047	0.9285714285714285	0.9285714285714285	0.9285714285714285	0.9285714285714285	0.9285714285714285	0.9285714285714285	0.9523809523809523	0.9761904761904762	0.9761904761904762	0.9761904761904762	0.9761904761904762	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
reach50.2014w35.se-https	0.1111111111111111	0.3333333333333333	0.5	0.6666666666666666	0.7222222222222222	0.8888888888888888	0.9444444444444444	0.9444444444444444	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
reach50.2014w35.se-https-www	0.038461538461538464	0.34615384615384615	0.5	0.7692307692307692	0.846153846153846	0.9615384615384615	0.9615384615384615	0.9615384615384615	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999	0.9999999999999999
