Rank	Value
0	0
10	2
100	0.5
1000	2.6923076923076925
10000	5.769230769230769
20000	2.7419354838709675
30000	7.866666666666666
40000	3.9130434782608696
50000	6.238095238095238
60000	5.6875
70000	4.833333333333333
80000	6.285714285714286
90000	4.392857142857143
100000	4.597222222222222
200000	3.431438127090301
300000	3.6951672862453533
400000	2.8268551236749118
500000	2.775735294117647
600000	2.591549295774648
700000	2.406896551724138
800000	2.4584615384615383
900000	2.2282608695652173
1000000	0
