Dataset	Domains	w/ int	w/ ext	A/d	I/di	E/de	D/de	I/A	E/A	D/A	E/I	D/E
dk.2014-07-23.random.10000-https-www	32	0.90625	0.6875	41.78125	31.75862068965517	18.90909090909091	11.681818181818182	0.6888556469708302	0.31114435302916976	0.19222139117427076	0.4516829533116178	0.6177884615384616
net.2014-08-29.random.10000-http	7270	0.6700137551581843	0.7918844566712517	26.498762035763413	11.571340587148429	23.67239881882925	8.403508771929825	0.2925780966124394	0.7074219033875606	0.25112901383885466	2.4178908523170817	0.3549918551239342
net.2014-08-29.random.10000-http-www	7378	0.6596638655462185	0.7914068853347791	26.606261859582542	11.959112389562359	23.650625107038877	8.472512416509677	0.29650893271048034	0.7034910672895197	0.2520160365968589	2.3725796752856283	0.35823629938593443
net.2014-08-29.random.10000-https	26	1	0.6153846153846154	49.96153846153846	41.19230769230769	14.25	12.6875	0.8244803695150116	0.17551963048498845	0.1562740569668976	0.21288515406162464	0.8903508771929824
net.2014-08-29.random.10000-https-www	28	0.8928571428571429	0.7142857142857143	56	48.4	17.9	14.55	0.7716836734693877	0.22831632653061223	0.18558673469387754	0.2958677685950413	0.8128491620111732
reach50.2014w35.se-http	43	0.9534883720930233	1	90.65116279069767	32.02439024390244	60.116279069767444	19.6046511627907	0.33683940482298613	0.6631605951770139	0.21626475115443816	1.9687738004569688	0.3261121856866538
reach50.2014w35.se-http-www	42	0.9285714285714286	1	86.78571428571429	29.102564102564102	59.76190476190476	19.071428571428573	0.3113854595336077	0.6886145404663924	0.21975308641975308	2.211453744493392	0.3191235059760956
reach50.2014w35.se-https	18	0.8888888888888888	0.9444444444444444	60.666666666666664	16.5	48.705882352941174	15.588235294117647	0.24175824175824176	0.7582417582417582	0.24267399267399267	3.1363636363636362	0.32004830917874394
reach50.2014w35.se-https-www	26	0.8846153846153846	1	55.23076923076923	19.782608695652176	37.73076923076923	11.653846153846153	0.3168523676880223	0.6831476323119777	0.21100278551532034	2.156043956043956	0.308868501529052
se.2014-07-10.random.100000-http	73605	0.5871340262210447	0.7456286937028734	26.241437402350385	18.118243243243242	20.926770161437265	7.20358223096826	0.40538317091215587	0.5946168290878441	0.20468381843964875	1.4668019586256926	0.3442280951812925
se.2014-07-10.random.100000-http-www	77261	0.5864795951385563	0.7448389226129613	25.968302248223555	17.81338276836158	20.838219194745164	7.072306115001651	0.4023052956706675	0.5976947043293325	0.20285226260593311	1.4856744635512167	0.33939109906210674
se.2014-07-10.random.100000-https	282	0.9326241134751773	0.8014184397163121	50.141843971631204	40.78326996197718	15.106194690265486	8.68141592920354	0.7585572842998586	0.24144271570014145	0.13875530410183876	0.3182920007458512	0.5746924428822495
se.2014-07-10.random.100000-https-www	328	0.948170731707317	0.8689024390243902	53.920731707317074	41.98392282958199	16.242105263157896	8.6	0.738267556259188	0.26173244374081195	0.13858419088544613	0.3545224783640959	0.5294880103694103
se.healthstatus.2013.counties-http	18	1	1	51.166666666666664	40.333333333333336	10.833333333333334	5.833333333333333	0.7882736156351792	0.21172638436482086	0.11400651465798045	0.26859504132231404	0.5384615384615384
se.healthstatus.2013.counties-http-www	21	0.9523809523809523	1	50.76190476190476	40.45	12.238095238095237	6.333333333333333	0.7589118198874296	0.24108818011257035	0.124765478424015	0.3176761433868974	0.5175097276264592
se.healthstatus.2013.counties-https	3	1	1	52	45.666666666666664	6.333333333333333	2.3333333333333335	0.8782051282051282	0.12179487179487179	0.04487179487179487	0.1386861313868613	0.3684210526315789
se.healthstatus.2013.counties-https-www	6	1	0.8333333333333334	40	31.833333333333332	9.8	4	0.7958333333333333	0.20416666666666666	0.08333333333333333	0.25654450261780104	0.40816326530612246
se.healthstatus.2013.domain-registrars-http	127	0.8503937007874016	0.8503937007874016	50.53543307086614	41.28703703703704	18.13888888888889	8.203703703703704	0.6947647242131505	0.3052352757868495	0.13804923652228107	0.4393361740300516	0.45227156712608474
se.healthstatus.2013.domain-registrars-http-www	134	0.8507462686567164	0.8432835820895522	49.45522388059702	40.04385964912281	18.24778761061947	7.716814159292035	0.6888486494643127	0.3111513505356873	0.1315829183642674	0.451697699890471	0.42289039767216297
se.healthstatus.2013.domain-registrars-https	40	0.975	0.85	58.55	41.53846153846154	21.235294117647058	12.647058823529411	0.6917164816396243	0.30828351836037576	0.18360375747224594	0.445679012345679	0.5955678670360111
se.healthstatus.2013.domain-registrars-https-www	42	0.9523809523809523	0.8571428571428571	58.07142857142857	45.825	16.833333333333332	9.083333333333334	0.7515375153751538	0.24846248462484624	0.13407134071340712	0.33060556464811786	0.5396039603960396
se.healthstatus.2013.financial-services-http	67	0.9104477611940298	1	48.656716417910445	38.01639344262295	14.044776119402986	5.641791044776119	0.7113496932515337	0.28865030674846626	0.11595092024539877	0.40577835273824925	0.40170031880977686
se.healthstatus.2013.financial-services-http-www	72	0.8888888888888888	0.9861111111111112	48.861111111111114	38.921875	14.464788732394366	5.845070422535211	0.7080727686185333	0.29192723138146676	0.11796475270039795	0.4122842232035327	0.4040895813047712
se.healthstatus.2013.financial-services-https	16	0.9375	1	55.0625	46.4	11.5625	5.9375	0.7900113507377979	0.20998864926220204	0.10783200908059024	0.26580459770114945	0.5135135135135135
se.healthstatus.2013.financial-services-https-www	31	0.967741935483871	1	48.516129032258064	38.266666666666666	11.483870967741936	7.354838709677419	0.7632978723404256	0.23670212765957446	0.15159574468085107	0.31010452961672474	0.6404494382022472
se.healthstatus.2013.gocs-http	49	0.8979591836734694	0.9795918367346939	52.755102040816325	39.68181818181818	17.479166666666668	10.4375	0.6754352030947776	0.32456479690522244	0.19381044487427465	0.4805269186712486	0.5971394517282479
se.healthstatus.2013.gocs-http-www	57	0.8771929824561403	0.9649122807017544	51.31578947368421	37.88	18.745454545454546	10.49090909090909	0.6475213675213676	0.3524786324786325	0.19726495726495727	0.544350580781415	0.5596508244422891
se.healthstatus.2013.gocs-https	4	1	1	80.25	48.75	31.5	16	0.6074766355140186	0.3925233644859813	0.19937694704049844	0.6461538461538462	0.5079365079365079
se.healthstatus.2013.gocs-https-www	9	1	1	63	41.888888888888886	21.11111111111111	10.11111111111111	0.6649029982363316	0.3350970017636684	0.16049382716049382	0.5039787798408488	0.4789473684210526
se.healthstatus.2013.higher-education-http	40	0.975	0.95	51.6	43.205128205128204	9.973684210526315	7.105263157894737	0.8163759689922481	0.18362403100775193	0.1308139534883721	0.22492581602373887	0.712401055408971
se.healthstatus.2013.higher-education-http-www	47	0.9787234042553191	0.9361702127659575	49.04255319148936	41	9.522727272727273	7	0.8182212581344902	0.18177874186550977	0.1336225596529284	0.22216330858960764	0.7350835322195705
se.healthstatus.2013.higher-education-https	9	1	1	63.44444444444444	49.111111111111114	14.333333333333334	11.555555555555555	0.7740805604203153	0.22591943957968477	0.18213660245183888	0.2918552036199095	0.8062015503875969
se.healthstatus.2013.higher-education-https-www	24	1	1	53.791666666666664	43.25	10.541666666666666	7.583333333333333	0.8040278853601859	0.1959721146398141	0.1409759876065066	0.24373795761078998	0.7193675889328063
se.healthstatus.2013.isps-http	18	0.9444444444444444	1	63.888888888888886	44.529411764705884	21.833333333333332	15.055555555555555	0.6582608695652173	0.3417391304347826	0.23565217391304347	0.5191545574636723	0.6895674300254453
se.healthstatus.2013.isps-http-www	19	1	1	63.63157894736842	38.68421052631579	24.94736842105263	16.68421052631579	0.607940446650124	0.3920595533498759	0.26220016542597185	0.6448979591836734	0.6687763713080169
se.healthstatus.2013.isps-https	6	1	1	87.16666666666667	53.833333333333336	33.333333333333336	25.333333333333332	0.6175908221797323	0.3824091778202677	0.29063097514340347	0.6191950464396285	0.76
se.healthstatus.2013.isps-https-www	10	1	1	66.9	44.8	22.1	16.3	0.6696562032884903	0.3303437967115097	0.2436472346786248	0.49330357142857145	0.7375565610859729
se.healthstatus.2013.media-http	26	0.9230769230769231	0.9615384615384616	185.07692307692307	66.5	128.64	44.04	0.3316708229426434	0.6683291770573566	0.22880299251870323	2.0150375939849625	0.3423507462686567
se.healthstatus.2013.media-http-www	28	0.8928571428571429	0.9642857142857143	196.67857142857142	67.04	141.88888888888889	45.7037037037037	0.30433993099691303	0.695660069003087	0.22407844561467224	2.285799522673031	0.3221091098929783
se.healthstatus.2013.media-https	4	1	1	244.25	50.5	193.75	46.5	0.2067553735926305	0.7932446264073695	0.19037871033776868	3.8366336633663365	0.24
se.healthstatus.2013.media-https-www	5	1	1	173.6	63.2	110.4	40.8	0.3640552995391705	0.6359447004608295	0.2350230414746544	1.7468354430379747	0.3695652173913043
se.healthstatus.2013.municipalities-http	249	1	0.9598393574297188	56.33734939759036	40.81124497991968	16.175732217573223	9.903765690376568	0.7244083262047334	0.2755916737952666	0.16873396065012833	0.38043692186577444	0.6122607346094154
se.healthstatus.2013.municipalities-http-www	271	0.996309963099631	0.9520295202952029	54.42435424354244	40.1	15.2015503875969	9.484496124031008	0.7340836666892671	0.26591633331073294	0.16590955319004677	0.362242541793664	0.6239163691993881
se.healthstatus.2013.municipalities-https	44	1	0.9318181818181818	59.15909090909091	46.52272727272727	13.560975609756097	7.439024390243903	0.7864003073376873	0.2135996926623127	0.11717249327698809	0.2716170004885198	0.5485611510791367
se.healthstatus.2013.municipalities-https-www	54	1	0.9259259259259259	55.574074074074076	43.46296296296296	13.08	7.88	0.7820726424525158	0.21792735754748419	0.13128957014328557	0.2786536003408607	0.6024464831804281
se.healthstatus.2013.public-authorities-http	170	0.9	0.9529411764705882	43.66470588235294	35.31372549019608	12.469135802469136	5.771604938271605	0.7278728276976963	0.27212717230230365	0.12595985450626432	0.373866370534888	0.4628712871287129
se.healthstatus.2013.public-authorities-http-www	203	0.896551724137931	0.9261083743842364	40.87192118226601	33.642857142857146	11.563829787234043	5.026595744680851	0.7379775822586477	0.2620224177413523	0.1138965891286007	0.35505471174260983	0.4346826126954922
se.healthstatus.2013.public-authorities-https	18	1	0.8333333333333334	36.888888888888886	31.944444444444443	5.933333333333334	4.266666666666667	0.8659638554216867	0.13403614457831325	0.0963855421686747	0.15478260869565216	0.7191011235955056
se.healthstatus.2013.public-authorities-https-www	37	1	0.972972972972973	43.13513513513514	35.54054054054054	7.805555555555555	5.555555555555555	0.8239348370927319	0.17606516290726817	0.12531328320802004	0.21368821292775667	0.7117437722419929
